year,week,player,brier,pick_acc,conf_rank_corr,conf_mae
2025,2,TD's Nutz,0.13821789892737973,0.8125,0.7441176470588236,2.375
2025,2,MDTwins,0.3729916742346938,0.5,0.6352941176470589,2.875
2025,2,EChev,0.17262911241319445,0.6875,0.788235294117647,2.375
2025,2,#FlyTheW,0.3022607520408163,0.5,0.7058823529411764,2.75
2025,5,Big oski no.1,0.22719515156584066,0.7142857142857143,0.2879120879120879,3.7142857142857144
2025,5,#FlyTheW,0.15464129282798839,0.7142857142857143,0.7098901098901099,2.5714285714285716
2025,5,Back to Back Buckeye Natty,0.13831471566569487,0.7857142857142857,0.6175824175824175,2.7142857142857144
2025,5,Firman's Educated Guesses,0.1587668121800676,0.7142857142857143,0.5956043956043956,3.142857142857143
2025,5,Comeback Szn,0.11273392979512005,0.7857142857142857,0.8681318681318682,1.5714285714285714
2025,5,9 Inches,0.0875541316578102,0.8571428571428571,0.7934065934065934,1.8571428571428572
2025,5,MainGangJefe,0.13125495482142854,0.7857142857142857,0.5164835164835165,3.4285714285714284
2025,5,KRAHNSKI,0.1087055435483479,0.7857142857142857,0.8373626373626375,1.7142857142857142
2025,5,EChev,0.12085608482142855,0.8571428571428571,0.7626373626373627,2.0
2025,5,Go Pack Go,0.09200254977249313,0.8571428571428571,0.5780219780219781,2.7142857142857144
2025,5,TD's Nutz,0.127012755131767,0.7857142857142857,0.7142857142857143,2.4285714285714284
2025,5,Ashholes,0.07482606851311953,0.8571428571428571,0.5340659340659341,3.142857142857143
2025,5,dbalz,0.11295572521321962,0.7857142857142857,0.7494505494505495,2.142857142857143
2025,5,Fast Eddie,0.08258562430273152,0.8571428571428571,0.7626373626373627,2.142857142857143
2025,5,Mskrlac,0.1797319789127794,0.7142857142857143,0.7538461538461538,2.0
2025,5,Ben’s Bears,0.08363664043332013,0.8571428571428571,0.3362637362637363,3.7142857142857144
2025,5,Fishy Picks,0.06964007625,0.9285714285714286,0.4153846153846154,3.5714285714285716
2025,5,RICHDOG !!!!!!,0.1223185818971068,0.8571428571428571,0.7714285714285714,2.142857142857143
2025,5,thol1572,0.09699741036551342,0.8571428571428571,0.9120879120879121,1.2857142857142858
2025,5,Ride those dogs,0.0503798943452381,1.0,0.6439560439560439,2.7142857142857144
2025,5,Pay up $ucka!,0.1291844313567153,0.7857142857142857,0.665934065934066,2.7142857142857144
2025,5,Bucky Swirving,0.09682418231778424,0.8571428571428571,0.8901098901098902,1.5714285714285714
2025,5,Johnsonmaia06,0.09659538443148685,0.8571428571428571,0.4241758241758242,3.4285714285714284
2025,5,Brock,0.1462493590670554,0.7857142857142857,0.9384615384615385,1.1428571428571428
2025,5,Hands Up,0.06300974198250729,0.9285714285714286,0.8901098901098902,1.1428571428571428
2025,5,Tone,0.12144128692419823,0.8571428571428571,0.6527472527472528,2.7142857142857144
2025,5,DADDY YANKEE,0.08449370153547132,0.8571428571428571,0.7010989010989012,2.857142857142857
2025,5,Jason B,0.2144456425942222,0.6428571428571429,0.8945054945054945,1.4285714285714286
